"id","title","authors","price","rating","link"
732,"Sharing Data and Models in Software Engineering","Tim Menzies, Ekrem Kocaguneli, Burak Turhan, Leandro Minku, Fayola Peters","Not Available","No Rating","https://play.google.com/store/books/details?id=Qj3LAwAAQBAJ&source=gbs_api"
733,"Reference Data for Engineers","Mac E. Van Valkenburg, Wendy M. Middleton","Not Available","5","http://books.google.co.in/books?id=R67HARlhisYC&dq=data+engineering&hl=&source=gbs_api"
734,"Engineering Data on Mixing","Reiji Reiji Mezaki, Masafumi Masafumi Mochizuki, Kohei Ogawa","Not Available","No Rating","https://play.google.com/store/books/details?id=6PDnxdmwlKUC&source=gbs_api"
735,"Data Engineering and Data Science","Kukatlapalli Pradeep Kumar, Aynur Unal, Vinay Jha Pillai, Hari Murthy, M. Niranjanamurthy","Not Available","No Rating","https://play.google.com/store/books/details?id=5wfUEAAAQBAJ&source=gbs_api"
736,"Recent Advances in Artificial Intelligence and Data Engineering","Pushparaj Shetty D., Surendra Shetty","Not Available","No Rating","https://play.google.com/store/books/details?id=6bJLEAAAQBAJ&source=gbs_api"
737,"Data Science in Engineering and Management","Zdzislaw Polkowski, Sambit Kumar Mishra, Julian Vasilev","Not Available","No Rating","http://books.google.co.in/books?id=_vNUEAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
738,"The Definitive Guide to Azure Data Engineering","Ron C. L'Esteve","Not Available","No Rating","http://books.google.co.in/books?id=vWx1zgEACAAJ&dq=data+engineering&hl=&source=gbs_api"
739,"The Self-Service Data Roadmap","Sandeep Uttamchandani","Not Available","No Rating","https://play.google.com/store/books/details?id=pEn8DwAAQBAJ&source=gbs_api"
740,"Engineering Agile Big-Data Systems","Feeney, Kevin, Davies, Jim, Hellmann, Sebastian","Not Available","No Rating","http://books.google.co.in/books?id=btd8DwAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
741,"Azure Storage, Streaming, and Batch Analytics","Richard L. Nuckolls","Not Available","No Rating","http://books.google.co.in/books?id=BF4BEAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
742,"Quantitative Methods of Data Analysis for the Physical Sciences and Engineering","Douglas G. Martinson","Not Available","No Rating","http://books.google.co.in/books?id=5jdqDwAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
743,"Feature Engineering and Selection","Max Kuhn, Kjell Johnson","Not Available","No Rating","https://play.google.com/store/books/details?id=q5alDwAAQBAJ&source=gbs_api"
744,"Deep Learning and Missing Data in Engineering Systems","Collins Achepsah Leke, Tshilidzi Marwala","Not Available","No Rating","http://books.google.co.in/books?id=8H3augEACAAJ&dq=data+engineering&hl=&source=gbs_api"
745,"Foundations of data engineering: concepts, principles and practices","Dr. RVS Praveen","Not Available","No Rating","https://play.google.com/store/books/details?id=rgwtEQAAQBAJ&source=gbs_api"
746,"Data Teams","Jesse Anderson","Not Available","No Rating","http://books.google.co.in/books?id=6cMhzgEACAAJ&dq=data+engineering&hl=&source=gbs_api"
747,"Big Data Application in Power Systems","Reza Arghandeh, Yuxun Zhou","Not Available","No Rating","https://play.google.com/store/books/details?id=tBHtEAAAQBAJ&source=gbs_api"
748,"Site Reliability Engineering","Niall Richard Murphy, Betsy Beyer, Chris Jones, Jennifer Petoff","Not Available","5","https://play.google.com/store/books/details?id=tYrPCwAAQBAJ&source=gbs_api"
749,"Ultimate Data Engineering with Databricks","Mayank Malhotra","Not Available","No Rating","https://play.google.com/store/books/details?id=9hb1EAAAQBAJ&source=gbs_api"
750,"Mechanical Engineer's Data Handbook","J. Carvill","Not Available","No Rating","https://play.google.com/store/books/details?id=6-VdBgAAQBAJ&source=gbs_api"
751,"Data Engineering on Azure","Vlad Riscutia","Not Available","No Rating","http://books.google.co.in/books?id=q1Q5EAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
752,"Data Engineering with Python","Paul Crickard","Not Available","No Rating","https://play.google.com/store/books/details?id=9RYFEAAAQBAJ&source=gbs_api"
753,"Data Engineering with Google Cloud Platform","Adi Wijaya","Not Available","No Rating","https://play.google.com/store/books/details?id=AH9gEAAAQBAJ&source=gbs_api"
754,"Fundamentals of Data Engineering","Joe Reis, Matt Housley","Not Available","No Rating","http://books.google.co.in/books?id=3qd2EAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
755,"Data Engineering with Apache Spark, Delta Lake, and Lakehouse","Manoj Kukreja, Danil Zburivsky","Not Available","No Rating","https://play.google.com/store/books/details?id=XiJEEAAAQBAJ&source=gbs_api"
756,"97 Things Every Data Engineer Should Know","Tobias Macey","Not Available","No Rating","https://play.google.com/store/books/details?id=ZTQzEAAAQBAJ&source=gbs_api"
757,"The Rails Way","Obie Fernandez","Not Available","No Rating","http://books.google.co.in/books?id=bSfoGQkZYcQC&dq=data+engineering&hl=&source=gbs_api"
758,"The Pragmatic Programmer","David Thomas, Andrew Hunt","Not Available","No Rating","https://play.google.com/store/books/details?id=LhOlDwAAQBAJ&source=gbs_api"
759,"Data Teams","Jesse Anderson","Not Available","No Rating","http://books.google.co.in/books?id=6cMhzgEACAAJ&dq=data+engineering&hl=&source=gbs_api"
760,"Data Pipelines Pocket Reference","James Densmore","Not Available","No Rating","http://books.google.co.in/books?id=SxgcEAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
761,"Data-Driven Science and Engineering","Steven L. Brunton, J. Nathan Kutz","Not Available","No Rating","http://books.google.co.in/books?id=rxNkEAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
762,"Azure Data Engineering Cookbook","Ahmad Osama","Not Available","No Rating","https://play.google.com/store/books/details?id=G3UjEAAAQBAJ&source=gbs_api"
763,"Data Engineering and Communication Technology","K. Ashoka Reddy, B. Rama Devi, Boby George, K. Srujan Raju","Not Available","No Rating","https://play.google.com/store/books/details?id=48wvEAAAQBAJ&source=gbs_api"
764,"Emerging Research in Data Engineering Systems and Computer Communications","P. Venkata Krishna, Mohammad S. Obaidat","Not Available","No Rating","https://play.google.com/store/books/details?id=KIvPDwAAQBAJ&source=gbs_api"
765,"Advances in Artificial Intelligence and Data Engineering","Niranjan N. Chiplunkar, Takanori Fukao","Not Available","No Rating","http://books.google.co.in/books?id=iIhezgEACAAJ&dq=data+engineering&hl=&source=gbs_api"
766,"Azure Data Engineer Associate Certification Guide","Newton Alex","Not Available","No Rating","https://play.google.com/store/books/details?id=NCdcEAAAQBAJ&source=gbs_api"
767,"Perspectives on Data Science for Software Engineering","Tim Menzies, Laurie Williams, Thomas Zimmermann","Not Available","5","https://play.google.com/store/books/details?id=Kc7nCQAAQBAJ&source=gbs_api"
768,"Data-Driven Engineering Design","Ang Liu, Yuchen Wang, Xingzhi Wang","Not Available","No Rating","https://play.google.com/store/books/details?id=glJHEAAAQBAJ&source=gbs_api"
769,"Data Engineering and Intelligent Computing","Suresh Chandra Satapathy, Vikrant Bhateja, K. Srujan Raju, B. Janakiramaiah","Not Available","No Rating","https://play.google.com/store/books/details?id=niYmDwAAQBAJ&source=gbs_api"
770,"Data Science from Scratch","Joel Grus","Not Available","5","http://books.google.co.in/books?id=24kdCAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
771,"Intelligent Data Engineering and Analytics","Suresh Chandra Satapathy, Yu-Dong Zhang, Vikrant Bhateja, Ritanjali Majhi","Not Available","No Rating","https://play.google.com/store/books/details?id=lQ36DwAAQBAJ&source=gbs_api"
772,"Enterprise Big Data Engineering, Analytics, and Management","Atzmueller, Martin","Not Available","No Rating","https://play.google.com/store/books/details?id=P5BJDAAAQBAJ&source=gbs_api"
773,"Systems, Patterns and Data Engineering with Geometric Calculi","Sebastià Xambó-Descamps","Not Available","No Rating","https://play.google.com/store/books/details?id=RvI4EAAAQBAJ&source=gbs_api"
774,"Big Data in Engineering Applications","Sanjiban Sekhar Roy, Pijush Samui, Ravinesh Deo, Stavros Ntalampiras","Not Available","5","https://play.google.com/store/books/details?id=3XZZDwAAQBAJ&source=gbs_api"
775,"Intelligent Data Engineering and Automated Learning – IDEAL 2020","Cesar Analide, Paulo Novais, David Camacho, Hujun Yin","Not Available","No Rating","https://play.google.com/store/books/details?id=NScGEAAAQBAJ&source=gbs_api"
776,"Advanced Data Analysis and Modelling in Chemical Engineering","Denis Constales, Gregory S. Yablonsky, Dagmar R. D'hooge, Joris W. Thybaut, Guy B. Marin","Not Available","No Rating","https://play.google.com/store/books/details?id=IQ6dBAAAQBAJ&source=gbs_api"
777,"Data Analytics for Engineering and Construction Project Risk Management","Ivan Damnjanovic, Kenneth Reinschmidt","Not Available","No Rating","https://play.google.com/store/books/details?id=uv-ZDwAAQBAJ&source=gbs_api"
778,"Data Warehousing Design and Advanced Engineering Applications: Methods for Complex Construction","Bellatreche, Ladjel","Not Available","No Rating","https://play.google.com/store/books/details?id=IsbJEPfJX_0C&source=gbs_api"
779,"Architecting Modern Data Platforms","Jan Kunigk, Ian Buss, Paul Wilkinson, Lars George","Not Available","No Rating","https://play.google.com/store/books/details?id=1qd9DwAAQBAJ&source=gbs_api"
780,"Sharing Data and Models in Software Engineering","Tim Menzies, Ekrem Kocaguneli, Burak Turhan, Leandro Minku, Fayola Peters","Not Available","No Rating","https://play.google.com/store/books/details?id=Qj3LAwAAQBAJ&source=gbs_api"
781,"Reference Data for Engineers","Mac E. Van Valkenburg, Wendy M. Middleton","Not Available","5","http://books.google.co.in/books?id=R67HARlhisYC&dq=data+engineering&hl=&source=gbs_api"
782,"Engineering Data on Mixing","Reiji Reiji Mezaki, Masafumi Masafumi Mochizuki, Kohei Ogawa","Not Available","No Rating","https://play.google.com/store/books/details?id=6PDnxdmwlKUC&source=gbs_api"
783,"Data Engineering and Data Science","Kukatlapalli Pradeep Kumar, Aynur Unal, Vinay Jha Pillai, Hari Murthy, M. Niranjanamurthy","Not Available","No Rating","https://play.google.com/store/books/details?id=5wfUEAAAQBAJ&source=gbs_api"
784,"Recent Advances in Artificial Intelligence and Data Engineering","Pushparaj Shetty D., Surendra Shetty","Not Available","No Rating","https://play.google.com/store/books/details?id=6bJLEAAAQBAJ&source=gbs_api"
785,"Data Science in Engineering and Management","Zdzislaw Polkowski, Sambit Kumar Mishra, Julian Vasilev","Not Available","No Rating","http://books.google.co.in/books?id=_vNUEAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
786,"The Definitive Guide to Azure Data Engineering","Ron C. L'Esteve","Not Available","No Rating","http://books.google.co.in/books?id=vWx1zgEACAAJ&dq=data+engineering&hl=&source=gbs_api"
787,"The Self-Service Data Roadmap","Sandeep Uttamchandani","Not Available","No Rating","https://play.google.com/store/books/details?id=pEn8DwAAQBAJ&source=gbs_api"
788,"Engineering Agile Big-Data Systems","Feeney, Kevin, Davies, Jim, Hellmann, Sebastian","Not Available","No Rating","http://books.google.co.in/books?id=btd8DwAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
789,"Azure Storage, Streaming, and Batch Analytics","Richard L. Nuckolls","Not Available","No Rating","http://books.google.co.in/books?id=BF4BEAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
790,"Quantitative Methods of Data Analysis for the Physical Sciences and Engineering","Douglas G. Martinson","Not Available","No Rating","http://books.google.co.in/books?id=5jdqDwAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
791,"Feature Engineering and Selection","Max Kuhn, Kjell Johnson","Not Available","No Rating","https://play.google.com/store/books/details?id=q5alDwAAQBAJ&source=gbs_api"
792,"Deep Learning and Missing Data in Engineering Systems","Collins Achepsah Leke, Tshilidzi Marwala","Not Available","No Rating","http://books.google.co.in/books?id=8H3augEACAAJ&dq=data+engineering&hl=&source=gbs_api"
793,"Foundations of data engineering: concepts, principles and practices","Dr. RVS Praveen","Not Available","No Rating","https://play.google.com/store/books/details?id=rgwtEQAAQBAJ&source=gbs_api"
794,"Big Data Application in Power Systems","Reza Arghandeh, Yuxun Zhou","Not Available","No Rating","https://play.google.com/store/books/details?id=tBHtEAAAQBAJ&source=gbs_api"
795,"Site Reliability Engineering","Niall Richard Murphy, Betsy Beyer, Chris Jones, Jennifer Petoff","Not Available","5","https://play.google.com/store/books/details?id=tYrPCwAAQBAJ&source=gbs_api"
796,"Ultimate Data Engineering with Databricks","Mayank Malhotra","Not Available","No Rating","https://play.google.com/store/books/details?id=9hb1EAAAQBAJ&source=gbs_api"
797,"Data Engineering","Yupo Chan, John Talburt, Terry M. Talley","Not Available","No Rating","https://play.google.com/store/books/details?id=IpEfAjPItbwC&source=gbs_api"
798,"Mechanical Engineer's Data Handbook","J. Carvill","Not Available","No Rating","https://play.google.com/store/books/details?id=6-VdBgAAQBAJ&source=gbs_api"
799,"Intelligent Data Engineering and Automated Learning – IDEAL 2018","Hujun Yin, David Camacho, Paulo Novais, Antonio J. Tallón-Ballesteros","Not Available","No Rating","https://play.google.com/store/books/details?id=YuN3DwAAQBAJ&source=gbs_api"
800,"Modern Data Engineering with Apache Spark","Scott Haines","Not Available","No Rating","http://books.google.co.in/books?id=HmGbzgEACAAJ&dq=data+engineering&hl=&source=gbs_api"
801,"Data Engineering on Azure","Vlad Riscutia","Not Available","No Rating","http://books.google.co.in/books?id=q1Q5EAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
802,"Data Engineering with Python","Paul Crickard","Not Available","No Rating","https://play.google.com/store/books/details?id=9RYFEAAAQBAJ&source=gbs_api"
803,"Data Engineering with Google Cloud Platform","Adi Wijaya","Not Available","No Rating","https://play.google.com/store/books/details?id=AH9gEAAAQBAJ&source=gbs_api"
804,"Data Engineering with Apache Spark, Delta Lake, and Lakehouse","Manoj Kukreja, Danil Zburivsky","Not Available","No Rating","https://play.google.com/store/books/details?id=XiJEEAAAQBAJ&source=gbs_api"
805,"Fundamentals of Data Engineering","Joe Reis, Matt Housley","Not Available","No Rating","http://books.google.co.in/books?id=3qd2EAAAQBAJ&dq=data+engineering&hl=&source=gbs_api"
806,"97 Things Every Data Engineer Should Know","Tobias Macey","Not Available","No Rating","https://play.google.com/store/books/details?id=ZTQzEAAAQBAJ&source=gbs_api"
